x,y,led_0,led_1,led_2,led_3,led_4,led_5,led_6,led_7,led_8,led_9,led_10,led_11,led_12,led_13,led_14,led_15,led_16,led_17,led_18,led_19,led_20,led_21,led_22,led_23,led_24,led_25,led_26,led_27,led_28,led_29,led_30,led_31,led_32,led_33,led_34,led_35
880,1200,0.047891352,0.07543658,0.06915403,0.03817992,0.016542224,0.0,0.14927562,0.26156281876060605,0.31530556,0.094405495,0.028050372,0.0,0.22740033,0.6931359,0.52618456,0.14698362,0.033390373,0.013596117,0.12389581,0.33766896,0.30790102,0.09214831,0.026907,0.0,0.054223154,0.05226279,0.065106995,0.036330845,0.01743561,0.0,0.018126221,0.023174487,0.01944587,0.016316917,0.0,0.0
400,160,0.7204613481333574,0.61652935,0.171163,0.03641259,0.013160306,0.0,0.29691154,0.31685562141014567,0.09653867,0.028315946,0.0,0.0,0.07355418,0.06702557,0.033540707,0.015987694,0.0,0.0,0.018698579,0.018872736,0.016037134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,1600,0.0,0.0,0.0,0.012890669,0.022003625,0.023447243,0.0,0.0,0.0,0.024341779,0.038319238,0.10255452,0.0,0.0,0.015368726,0.055321537,0.21578284,0.4321093,0.0,0.0,0.017182644,0.06815704,0.25417975,0.7247777,0.0,0.0,0.0,0.038200825,0.09649708,0.2694923,0.0,0.0,0.0,0.02298557,0.047808763,0.06000384
240,2560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032364815,0.029043244,0.0,0.0,0.0,0.0,0.14931807,0.10124968,0.037855603,0.0,0.0,0.0,0.5451317899821215,0.3993922527587169,0.09342129,0.02550889,0.0,0.0,0.7406572124046941,0.4119547,0.08467897,0.024422169,0.0,0.0
2720,720,0.0,0.0,0.01688012,0.046548117,0.17706446,0.29782987,0.0,0.0,0.020010816,0.07011469,0.2662524,0.78410405,0.0,0.0,0.016905598,0.05615619,0.18443522,0.4067975,0.0,0.0,0.0,0.025660235,0.056165095,0.08462516,0.0,0.0,0.0,0.0,0.0,0.023536442,0.0,0.0,0.0,0.0,0.0,0.0
1760,2320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168627,0.016245708,0.0,0.0,0.0,0.021594241,0.042545754,0.06734992,0.051809877,0.023237,0.014709548,0.045141544,0.1376763,0.2663577,0.19827586,0.05260483,0.023546267,0.040738177,0.3174566,0.73439795,0.5095407,0.119262226,0.020340707,0.054766953,0.2614486,0.5007254,0.28184715,0.08006914
400,80,0.6952256454601224,0.603548,0.16825667,0.03661088,0.01250121,0.0,0.24307539,0.2485828335896615,0.083829105,0.025335321,0.014534884,0.0,0.055586748,0.05319913,0.02907175,0.015518846,0.0,0.0,0.01701408,0.01682978,0.014307913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,1200,0.0,0.0,0.0,0.020607606,0.050478905,0.06809678,0.0,0.0,0.013916806,0.03705981,0.10227273,0.32698917,0.0,0.0,0.019159678,0.06515024,0.27113634,0.7591577,0.0,0.0,0.0,0.043684985,0.14319749,0.35345143,0.0,0.0,0.0,0.020870911,0.036073677,0.07914129,0.0,0.0,0.0,0.0,0.020681163,0.022358803
2800,2320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016315512,0.0,0.0,0.0,0.0224656,0.047328614,0.057103686,0.0,0.0,0.0,0.039372243,0.12826541,0.28017724,0.0,0.0,0.019348476,0.06261273,0.22900197,0.7331336,0.0,0.0,0.01944587,0.059148826,0.23624253,0.4828967
480,880,0.18624692,0.20844053,0.08428601,0.025344735,0.0118745295,0.0,0.5551417,0.567759315067925,0.20254193,0.044134,0.016380182,0.0,0.4272929,0.49861127,0.14736046,0.03667558,0.013173944,0.0,0.11932749,0.13381857,0.07100167,0.021791287,0.010205806,0.0,0.03258603,0.028749779,0.02177412,0.012002286,0.0,0.0,0.012416675,0.013505403,0.009173823,0.0,0.0,0.0
1680,1840,0.0,0.0,0.014579878,0.015951883,0.015148398,0.0,0.0,0.0,0.04795824,0.051857706,0.028083462,0.01700653,0.017799476,0.049528934,0.15934189,0.27295703,0.16032754,0.044831716,0.022675036,0.092323385,0.3576854,0.73118865,0.3817582,0.072935194,0.025200166,0.043418318,0.25852755,0.46996045,0.2840802,0.07090354,0.013934269,0.03607704,0.1021402,0.1328299,0.084315516,0.033080634
560,1600,0.021779532,0.024448577,0.019330459,0.0130753135,0.0,0.0,0.10371573,0.08018365,0.06633339,0.02415603,0.0,0.0,0.3428150073641389,0.46460292,0.17694525,0.04785759,0.014881679,0.0,0.46103168235065156,0.73348635,0.27205852,0.05499597,0.019582935,0.0,0.23044838,0.21799491,0.12408189,0.03603912,0.0,0.0,0.051360287,0.06692678,0.03948268,0.018622568,0.0,0.0
720,1040,0.087595485,0.1334042,0.093112916,0.035303347,0.0152731035,0.0,0.2887569,0.4611467370093051,0.3223364,0.079020284,0.020042283,0.0,0.31948343,0.72113055,0.33698493,0.08166148,0.021964211,0.0,0.12563363,0.23333888,0.16354291,0.04661941,0.016529918,0.0,0.044056308,0.04181023,0.038968988,0.02063834,0.0,0.0,0.01498491,0.018607443,0.01481268,0.010407356,0.0,0.0
2800,2480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017130021,0.0326909,0.03609151,0.0,0.0,0.0,0.029947152,0.090647854,0.17052098,0.0,0.0,0.01810165,0.058747746,0.202389,0.61842006,0.0,0.0,0.020934548,0.0698568,0.30201417,0.653697
1200,0,0.10160301,0.33503333,0.71822184,0.3479498,0.08469921,0.019739933,0.04466593,0.1352275,0.20984316,0.15206894,0.06421775,0.015767002,0.018549422,0.035800807,0.043878112,0.0351025,0.018297145,0.0,0.0,0.0150307715,0.016626822,0.0130747715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.023658512,0.023088655,0.03548616,0.02309985,0.0,0.0,0.06305397,0.1474071,0.14087999,0.06672869,0.025128078,0.0,0.1386188,0.49125713,0.515193,0.15621592,0.043625914,0.0,0.19776036,0.37686320918421745,0.55262977,0.17701624,0.048098233,0.014710276,0.07704043,0.19044419,0.18678269,0.07623059,0.024923455,0.0
400,2560,0.0,0.0,0.0,0.0,0.0,0.0,0.011476895,0.0,0.0,0.0,0.0,0.0,0.030876644,0.029609691,0.01974574,0.0,0.0,0.0,0.1365289,0.12267278,0.05127899,0.019083023,0.0,0.0,0.5250578,0.5101024510933563,0.14392816,0.03480233,0.0,0.0,0.6748728,0.5708284,0.14265881,0.03494658,0.0,0.0
1120,1680,0.0,0.018135391,0.019886816,0.017300347,0.012706501,0.0,0.03220466,0.044369757,0.100054085,0.05563835,0.019556943,0.0,0.07102751,0.25060564,0.36882383,0.18309464,0.050744083,0.016562542,0.09972575,0.43796816,0.7912608,0.28970462,0.07796102,0.018043201,0.078647144,0.13722333,0.31419784,0.15975265,0.05230683,0.0,0.028985508,0.065726295,0.08166731,0.051600475,0.020683931,0.0113686435
2640,640,0.0,0.0,0.0099775,0.06625432,0.2479938,0.36268395,0.0,0.0,0.024067063,0.09041232,0.35253698,0.7472333,0.0,0.0,0.01866378,0.058691375,0.18437922,0.3263068,0.0,0.0,0.0,0.027936086,0.050669212,0.06589161,0.0,0.0,0.0,0.0,0.0,0.020300182,0.0,0.0,0.0,0.0,0.0,0.0
960,1840,0.0,0.0,0.0,0.0,0.0,0.0,0.03327852,0.03490835,0.055705786,0.031296574,0.0,0.0,0.08759124,0.2204576,0.22148393,0.093793884,0.027025042,0.0116185,0.16044226,0.57300025,0.63937366,0.17933716,0.048066873,0.0,0.15537019,0.28118387328599925,0.42146504,0.14403504,0.04328841,0.012945044,0.053232513,0.12085809,0.12113931,0.055314347,0.019643648,0.0
2640,2080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015648287,0.011709221,0.026282817,0.0,0.0,0.0150272,0.043246277,0.105879486,0.1181626,0.0,0.0,0.022400191,0.085583426,0.2954668,0.51476496,0.0,0.0,0.024169065,0.100489564,0.32736862,0.7419864,0.0,0.0,0.021466102,0.06424786,0.19964586,0.2704113
640,1840,0.0,0.0,0.0,0.0,0.0,0.0,0.04797188,0.039246008,0.045429964,0.01766604,0.0,0.0,0.17883211,0.26115325,0.13468127,0.04193839,0.01512564,0.0,0.4008455,0.7456412,0.32170692,0.071428575,0.022988506,0.0,0.35928732,0.41113394,0.24006127,0.057717085,0.02038947,0.0,0.09794315,0.13605303,0.07830322,0.02959392,0.0,0.0
2720,320,0.0,0.0,0.01960272,0.07452929,0.31271034,0.7126465,0.0,0.0,0.017652785,0.05787382,0.2481501,0.5302945,0.0,0.0,0.0,0.03117102,0.07316312,0.12780349,0.0,0.0,0.0,0.0,0.021943573,0.02541296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014933278,0.0252738,0.028299585,0.021506583,0.0,0.015345022,0.030069627,0.07674174,0.107509874,0.06598708,0.0,0.015788479,0.068162195,0.28678176,0.4860020983332562,0.2444848,0.0,0.025510205,0.115639284,0.4413655,0.77146965,0.35953724
2240,2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018972332,0.017284676,0.020047538,0.0,0.0,0.027894238,0.07251896,0.11266205,0.07068863,0.0,0.009181331,0.051547933,0.21847044,0.4300395,0.24167727,0.0,0.0,0.07406148,0.3344723,0.7572218366453494,0.44689822,0.0,0.017406965,0.057680808,0.19656786,0.34133464,0.22449188
560,320,0.5033200732813711,0.71857554,0.26218638,0.05491632,0.016567435,0.0,0.33928713,0.5190001157132964,0.19659275,0.05061362,0.017461162,0.0,0.09462197,0.122374855,0.061705437,0.023887768,0.010978287,0.0,0.025224544,0.02891188,0.02289027,0.013631406,0.0,0.0,0.011435826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,80,0.0,0.026520928,0.11543823,0.4619247,0.7466691,0.27604672,0.0,0.0,0.057179675,0.2001987,0.37994298,0.12659848,0.0,0.0,0.025002645,0.049111754,0.050012197,0.042819705,0.0,0.0,0.0,0.009752027,0.016944254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,2480,0.0,0.0,0.0,0.0,0.0,0.0,0.0098661035,0.0,0.0,0.0,0.0,0.0,0.038821373,0.03472409,0.017464219,0.0,0.0,0.0,0.18389776,0.12600511,0.045816403,0.01608506,0.0,0.0,0.6283668843350232,0.45567857285454977,0.102379076,0.026628727,0.0,0.0,0.669562176327051,0.38313064,0.07880694,0.023443153,0.0,0.0
640,1120,0.07651179,0.100637555,0.06479788,0.026935147,0.013461041,0.0,0.29640722,0.37341776820089967,0.22471607,0.053651266,0.018234672,0.0,0.4216732,0.79138625,0.29492775,0.06486942,0.018053183,0.0,0.18150088,0.2966129,0.16761895,0.0436205,0.014890282,0.0,0.057505555,0.04985066,0.04399313,0.020907208,0.0,0.0,0.016799655,0.021908766,0.016375469,0.011217881,0.0,0.0
1920,0,0.015156168,0.038300615,0.18241419,0.59886485,0.5871085,0.16639431,0.0,0.025374573,0.07436452,0.20119224,0.28435516,0.073113285,0.0,0.0,0.027048958,0.042454123,0.0380937,0.030405859,0.0,0.0,0.0,0.0,0.014890282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640,320,0.0,0.0,0.022869838,0.09241769,0.38601404,0.7183524,0.0,0.0,0.021072732,0.07203179,0.30946088,0.52002066,0.0,0.0,0.0,0.037349056,0.08146207,0.12780349,0.0,0.0,0.0,0.017637856,0.023772206,0.02369637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02806435,0.02209983,0.0,0.0,0.0,0.0,0.11958766,0.07507934,0.030069627,0.0,0.0,0.0,0.4539854932536046,0.31286916,0.06761907,0.02035558,0.0,0.0,0.78423506,0.37004805,0.067292936,0.019886242,0.0,0.0
2080,1200,0.0,0.0,0.030205233,0.064592056,0.08283717,0.043152906,0.0,0.01646567,0.07197686,0.23894684,0.28621748,0.122436255,0.0,0.028802153,0.115521595,0.47542822,0.76073354,0.29046246,0.0,0.023600012,0.07014105,0.26744822,0.37147334,0.15340059,0.0,0.0,0.029057192,0.063385725,0.073049195,0.05371221,0.0,0.0,0.015352001,0.020538034,0.023067452,0.018517472
2000,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023796648,0.029061103,0.023784354,0.0203563,0.0,0.021265142,0.057479035,0.14911541,0.16443035,0.06944015,0.0,0.035256315,0.12027851,0.46210048,0.5447131,0.1689962,0.014077164,0.0,0.13496658,0.4839524,0.6318906,0.21535845,0.0,0.02232267,0.07862361,0.19197872,0.19832705,0.09284392
2720,160,0.0,0.0,0.020964019,0.0754557,0.3344551,0.7987029,0.0,0.0,0.016648248,0.047741853,0.19450316,0.3836776,0.0,0.0,0.0,0.024544155,0.0480605,0.07631194,0.0,0.0,0.0,0.0,0.016196446,0.017789073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,880,0.13694254,0.2203644,0.14065093,0.04366018,0.016045202,0.0,0.33714315,0.6307938136386056,0.3864251,0.0923994,0.02167019,0.0,0.2633596,0.55457425,0.28204173,0.069643356,0.019272992,0.0,0.08775867,0.14832774,0.10624602,0.037562944,0.015412748,0.0,0.027561318,0.02681448,0.026884692,0.01650852,0.0,0.0,0.0,0.012877499,0.011042762,0.0,0.0,0.0
80,720,0.30465984,0.15705554,0.04056674,0.015412044,0.0,0.0,0.7485681157090063,0.2671084582945128,0.06706328,0.01763537,0.0,0.0,0.36500058,0.17308208,0.03953309,0.015164279,0.0,0.0,0.07918052,0.05636317,0.02346402,0.0,0.0,0.0,0.022469059,0.01795696,0.01276344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,720,0.0,0.050956566,0.18649809,0.34414226,0.20658872,0.049849577,0.024329677,0.065635554,0.3580314,0.7913562,0.43202868,0.06802612,0.01712521,0.05437416,0.20210277,0.37249917,0.19956085,0.06229493,0.0,0.027783506,0.064721294,0.09781613,0.06404798,0.024396444,0.0,0.0,0.010590939,0.021487964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265469,0.03328366,0.022513099,0.017687654,0.0,0.028627537,0.082273915,0.16624543,0.14149792,0.049193222,0.014766349,0.05349123,0.19760041,0.5474373,0.44043887,0.10455467,0.019368002,0.03108966,0.2158823,0.6160784,0.5112903090715647,0.13708034,0.012567143,0.030402422,0.110534415,0.21349977,0.16253273,0.06377739
2800,400,0.0,0.0,0.0081678,0.057008367,0.23472454,0.59441257,0.0,0.0,0.016670821,0.051183827,0.20587185,0.6194499,0.0,0.0,0.0,0.028857552,0.07733593,0.16147672,0.0,0.0,0.0,0.0,0.024729453,0.031257942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,2720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020780679,0.02390827,0.019528966,0.0,0.0,0.024055703,0.056706656,0.08409977,0.06022872,0.0,0.0,0.05023907,0.20201698,0.4073319,0.2551637,0.0,0.020408163,0.090179,0.3763089,0.78906596,0.44581324
400,1840,0.013938528,0.015661879,0.0,0.0,0.0,0.0,0.056547858,0.033832762,0.032145225,0.0,0.0,0.0,0.24480627,0.23332341,0.076075196,0.026677899,0.0,0.0,0.6432347539221515,0.54801637,0.17039455,0.03634536,0.014367817,0.0,0.49070683,0.37865516343246175,0.12745965,0.031692863,0.0,0.0,0.12102544,0.1287515,0.04743902,0.019420678,0.0,0.0
2080,720,0.0,0.019930905,0.067792736,0.24032429,0.33885583,0.13494636,0.0,0.0,0.11167306,0.4593896,0.78673357,0.2290728,0.0,0.021729065,0.07149157,0.2642775,0.34788972,0.18194763,0.0,0.016322367,0.032070287,0.07688113,0.08359457,0.050571796,0.0,0.0,0.0,0.019840248,0.018532459,0.020005977,0.0,0.0,0.0,0.0,0.0,0.0
0,160,0.6512439906807936,0.24528301,0.051217075,0.01621339,0.0,0.0,0.28729528,0.13871433,0.033973712,0.014877211,0.0,0.0,0.07186974,0.04279946,0.018122802,0.0,0.0,0.0,0.018449264,0.016832441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2240,0.0,0.0,0.0,0.0,0.0,0.0,0.020635946,0.0,0.0,0.0,0.0,0.0,0.07778336,0.051850896,0.022259038,0.0,0.0,0.0,0.37147844,0.15650311,0.04295661,0.0,0.0,0.0,0.7339602,0.37090959796804546,0.06979157,0.019541357,0.0,0.0,0.38477898,0.1959784,0.04017107,0.0,0.0,0.0
2320,480,0.0,0.007653468,0.046828717,0.20685147,0.5645871,0.38014466,0.0,0.0,0.05246079,0.22379534,0.6804968,0.41242647,0.0,0.0,0.030148318,0.095197976,0.17662844,0.17159867,0.0,0.0,0.012491035,0.03217012,0.04127482,0.034059554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,2720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008926156,0.02259844,0.023176383,0.015889721,0.0,0.018872736,0.036083553,0.07006543,0.084378265,0.045069776,0.0,0.0,0.092874385,0.32426608,0.3965597168215559,0.14435002,0.014238494,0.036914766,0.18597548,0.6040523,0.63593405,0.24063629
1120,400,0.11937098,0.39995468,0.6509736,0.27784246,0.06273295,0.016741462,0.097296335,0.3524129461612491,0.5713899,0.2772552,0.07241015,0.01649118,0.04154969,0.115477785,0.1428523,0.083965175,0.0275677,0.013348914,0.017134696,0.031114513,0.034651663,0.026172303,0.015412748,0.0,0.0,0.0,0.0132843675,0.009533625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,320,0.44245887,0.76534677,0.33161268,0.06982218,0.019156097,0.0,0.29420453,0.544401852374872,0.2333694,0.061748203,0.019810643,0.0,0.092363834,0.12166891,0.069692224,0.0252738,0.0129299825,0.0,0.024183495,0.030444764,0.024914835,0.015812432,0.0,0.0,0.011207327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,720,0.26447463,0.3445835,0.14056002,0.03817992,0.0152731035,0.0,0.53224665,0.7310727439052579,0.28177395,0.060109288,0.0179704,0.0,0.27793375,0.37200537,0.14538814,0.03847234,0.014393753,0.0,0.06856146,0.08543739,0.05615587,0.021529563,0.00940984,0.0,0.021637123,0.019811617,0.017965633,0.011337285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,560,0.4181067803862683,0.16688812,0.041111257,0.013316355,0.0,0.0,0.64159036,0.20616034342781983,0.048134126,0.016650034,0.0,0.0,0.23413518,0.105787344,0.027672261,0.012075259,0.0,0.0,0.048616305,0.035960216,0.017798232,0.0,0.0,0.0,0.015641294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018951597,0.022991542,0.02911724,0.0,0.0,0.022822559,0.070485815,0.15613563,0.13991639,0.0,0.014788577,0.03207427,0.14558344,0.45846394,0.5120712,0.0,0.0,0.033891004,0.14790003,0.4564245910569081,0.59223574,0.0,0.0,0.025074936,0.080819726,0.19986719,0.1951617
880,960,0.08220157,0.15838426,0.13812815,0.059361923,0.021227026,0.0,0.20421547,0.4833987956324285,0.48485672,0.13636364,0.03408401,0.0,0.19399212,0.553432,0.4356009,0.11906768,0.02957073,0.012360105,0.075791575,0.17883638,0.16195315,0.061613962,0.020945892,0.0,0.031097611,0.029481575,0.03448844,0.021901572,0.0,0.0,0.01093313,0.016806724,0.014072669,0.0,0.0,0.0
1040,2080,0.0,0.0,0.0,0.0,0.0,0.0,0.019810509,0.017524783,0.0308698,0.019870838,0.0,0.0,0.04527793,0.106061205,0.11326751,0.06795844,0.02659185,0.0,0.09959742,0.3838595,0.4889314,0.17472856,0.05094044,0.0,0.16579771,0.3468702286614099,0.6739802831942804,0.2385983,0.06267409,0.0,0.07271803,0.21848741,0.25868124,0.10906441,0.030491458,0.0
1920,480,0.0,0.03693861,0.14882156,0.5092742,0.49851412,0.13569468,0.0,0.032479454,0.16185483,0.561778,0.6993185807365837,0.13305154,0.0,0.022880215,0.07172678,0.1727043,0.15564772,0.07687985,0.0,0.015812293,0.026607698,0.04416576,0.040288948,0.023888184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,1600,0.017513132,0.023925405,0.02368662,0.019351464,0.0,0.0,0.054263566,0.07240211,0.114167474,0.051038682,0.018200202,0.0,0.12464907,0.39138156,0.39477366,0.13692686,0.037082214,0.0,0.16035901,0.5896455,0.64807206,0.1851145,0.04780564,0.0,0.10240015,0.15223213,0.23285046,0.09379026,0.033689678,0.0,0.031858854,0.058975942,0.058321588,0.03501043,0.0,0.0
320,320,0.7033153115160132,0.5040197,0.1285067,0.029288704,0.0113558965,0.0,0.4591653,0.39112382097590814,0.10022809,0.026125835,0.0,0.0,0.11791128,0.09923014,0.038350716,0.016011134,0.0,0.0,0.027201716,0.02703392,0.018324168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,1040,0.10257326,0.1299204,0.06969856,0.025159178,0.01034024,0.0,0.39449498,0.4527512519825461,0.2122769,0.050422255,0.017185403,0.0,0.45760804,0.6934051,0.22568974,0.049275853,0.01658941,0.0,0.1662927,0.23313662,0.11884662,0.03193021,0.01306165,0.0,0.047184568,0.042882286,0.03348295,0.016239652,0.0,0.0,0.015764046,0.017687771,0.013253449,0.0,0.0,0.0
2160,2080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01676582,0.023596622,0.021141648,0.021789867,0.0,0.014369945,0.03775584,0.098286994,0.14222981,0.07809695,0.0,0.024228513,0.06873058,0.294006,0.52137935,0.24040662,0.0,0.013893862,0.09130169,0.3730997,0.7417043251929251,0.3576516,0.0,0.017106844,0.05877013,0.1952931,0.27548373,0.15861964
1760,2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014157973,0.0,0.0,0.0,0.020234771,0.03642201,0.054479077,0.043181263,0.020862998,0.0,0.040040806,0.11512372,0.21374047,0.16680387,0.04701398,0.0227302,0.039130088,0.2913866,0.6984482403996242,0.4953987012647313,0.11474016,0.019832188,0.06182473,0.29579437,0.5912333,0.31021747,0.0900679
2800,2560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017909966,0.026648281,0.028675446,0.0,0.0,0.0,0.030261723,0.072622776,0.13273786,0.0,0.0,0.0,0.054203875,0.18828577,0.541199,0.0,0.0,0.0215729,0.07776031,0.32506546,0.7063303
2480,2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030381303,0.050012197,0.042271562,0.0,0.0,0.023118466,0.07679864,0.18416928,0.20207681,0.0,0.0,0.035574693,0.1646483,0.507974663371709,0.6380013,0.0,0.0,0.04119454,0.16010974,0.5029765,0.5091528
2240,2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014369759,0.03959562,0.054159548,0.036154278,0.0,0.016925585,0.038947325,0.12764117,0.22301213,0.1415502,0.0,0.0,0.070606254,0.3076715,0.7147903968283558,0.41368473,0.0,0.021008404,0.07880694,0.29319462,0.59981185,0.35210314
1920,1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027630448,0.038251366,0.027748413,0.022198562,0.0,0.026110362,0.08115864,0.19882056,0.19321786,0.06773338,0.01294852,0.04386636,0.17411746,0.5758931,0.5556426,0.14866583,0.015901983,0.025193345,0.15350698,0.4819305,0.48508114,0.15818946,0.0,0.024609845,0.07957454,0.15765335,0.14662415,0.06604641
160,2160,0.0,0.0,0.0,0.0,0.0,0.0,0.024119938,0.0,0.0,0.0,0.0,0.0,0.100023925,0.068102285,0.027048958,0.0,0.0,0.0,0.4485166,0.21975581,0.060139254,0.018538713,0.0,0.0,0.7873195266169456,0.4227037143173368,0.08904607,0.022416903,0.0,0.0,0.3272311,0.20138057,0.04378658,0.016334653,0.0,0.0
1920,2080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021411339,0.020662216,0.018321536,0.01649118,0.0,0.023470536,0.058887832,0.12384162,0.12246889,0.049193222,0.013288673,0.040040806,0.14220655,0.43669054,0.45229384,0.12065632,0.018248176,0.026265403,0.1914516,0.61733264,0.6311584110249256,0.18299584,0.0,0.029412812,0.113604814,0.25010774,0.22731298,0.091412365
560,1200,0.06427945,0.07919213,0.04737324,0.019898126,0.010613513,0.0,0.30365673,0.27630183249019596,0.1611682,0.040735222,0.015574961,0.0,0.50930643,0.7795423,0.23696014,0.053917438,0.015857525,0.0,0.2550135,0.34499452,0.16324408,0.038029492,0.014629048,0.0,0.08055266,0.06727159,0.048066568,0.020613244,0.0,0.0,0.02032302,0.024609845,0.017654803,0.011918443,0.0,0.0
2000,1040,0.0,0.016937457,0.048148826,0.11453975,0.12891535,0.05487653,0.0,0.023653515,0.11455123,0.38199702,0.41939744,0.13218711,0.0,0.032582365,0.13769095,0.5087462,0.6155783,0.21926826,0.0,0.023270018,0.067298695,0.20774265,0.22607607,0.09047014,0.0,0.0,0.023565015,0.041760642,0.045371275,0.03261537,0.0,0.0,0.0,0.016781595,0.0155599825,0.0
720,160,0.39070251469089956,0.7754738,0.41690722,0.09518829,0.02332767,0.0,0.17634355,0.39189192510197124,0.20849109,0.0631167,0.023263168,0.0,0.054744523,0.07713032,0.051280316,0.024719974,0.011222249,0.0,0.016953377,0.020938758,0.018900909,0.013268219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0,0.0,0.0,0.044012364,0.18450792,0.610971,0.542161,0.0,0.0,0.02433748,0.082161605,0.25549772,0.19402903,0.0,0.0,0.0,0.0294861,0.041056886,0.045237985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,400,0.09471051,0.32974246,0.65806043,0.34740403,0.07921305,0.020520784,0.07935389,0.2858831493229893,0.5626959230745177,0.33530226,0.09406747,0.018305209,0.035373386,0.102288015,0.14510639,0.09425003,0.03366675,0.014337723,0.01775292,0.03136955,0.035680134,0.02944384,0.016980145,0.0,0.0,0.0,0.013306565,0.010765491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
