x,y,led_0,led_2,led_4,led_12,led_14,led_16,led_24,led_26,led_28
2460,780,0.0,0.025250576,0.24488741,0.0,0.029295197,0.3466699,0.0,0.0,0.018846143
2250,2140,0.0,0.0,0.0,0.0,0.027894238,0.12002927,0.0,0.06908551,0.741586364271239
2260,310,0.0,0.062410515,0.7268962,0.0,0.025076637,0.10173213,0.0,0.0,0.0
2260,370,0.0,0.05873997,0.68081355,0.0,0.028601332,0.1268602,0.0,0.0,0.0
270,1040,0.12491904,0.037844136,0.0,0.7069052,0.09241728,0.0,0.054744527,0.02336099,0.0
1050,1600,0.0,0.023414358,0.013202175,0.09797866,0.42471567,0.046108805,0.0823793,0.24467786,0.039981656
1070,1130,0.04217298,0.097741336,0.02359779,0.123530015,0.70580876,0.0551354,0.03388947,0.05721799,0.018921427
30,620,0.38629864703524686,0.04028501,0.0,0.2824256,0.03187073,0.0,0.01799701,0.0,0.0
2230,290,0.0,0.068065,0.762102,0.0,0.025921917,0.096664935,0.0,0.0,0.0
1630,1820,0.0,0.015518819,0.015353691,0.02017821,0.18479142,0.15198828,0.028154328,0.2775369,0.23928873
2750,2680,0.0,0.0,0.0,0.0,0.0,0.02146865,0.0,0.017651564,0.18370597
130,240,0.7609264745034419,0.074871495,0.0,0.097417176,0.023949599,0.0,0.0,0.0,0.0
110,1960,0.0,0.0,0.0,0.18753509,0.03183888,0.0,0.6146601197106621,0.06626126,0.0
2290,860,0.0,0.03321572,0.22469585,0.0,0.051843833,0.48256093,0.0,0.0,0.025496248
2270,1190,0.0,0.022523241,0.08697903,0.0,0.066963814,0.75555015,0.0,0.02253969,0.064632
740,1630,0.0,0.020148186,0.0,0.21476698,0.25668332,0.021007031,0.18847759,0.19416721,0.02044175
2090,2410,0.0,0.0,0.0,0.0,0.024567511,0.052695777,0.01209956,0.10753877,0.727215340306856
470,810,0.23516797,0.09525217,0.011907844,0.37956202,0.13071702,0.012657169,0.026590198,0.017380003,0.0
1730,2650,0.0,0.0,0.0,0.0,0.022438874,0.02268846,0.020855058,0.22648315,0.3149554019595367
2780,2190,0.0,0.0,0.0,0.0,0.0,0.06298037,0.0,0.018466253,0.23447889
260,460,0.6054861833199384,0.09229614,0.0,0.1869736,0.042678554,0.0,0.016423358,0.0,0.0
430,2620,0.0,0.0,0.0,0.027793374,0.01887792,0.0,0.44768226483607787,0.14472252,0.0
2660,2590,0.0,0.0,0.0,0.0,0.0,0.027811661,0.0,0.022268128,0.26123354
420,930,0.16570345,0.0653424,0.010070119,0.4977877,0.13350426,0.010978287,0.03832117,0.023082817,0.0
2580,1060,0.0,0.015398079,0.0960443,0.0,0.029303038,0.43506855,0.0,0.0,0.0331125
1770,1700,0.0,0.016648106,0.021307163,0.018248174,0.17590055,0.25876427,0.018769553,0.15750627,0.2431554
2500,0,0.0,0.0326712,0.5154021,0.0,0.0,0.03996733,0.0,0.0,0.0
1700,570,0.019656898,0.23789178,0.29251876,0.0,0.14031647,0.14857282,0.0,0.0,0.0
1040,1680,0.0,0.019330459,0.0,0.08646827,0.36037102,0.041830774,0.09781929,0.31463096,0.045693323
2470,2750,0.0,0.0,0.0,0.0,0.0,0.021956574,0.0,0.02797094,0.27656484
2190,1730,0.0,0.0,0.021227026,0.0,0.055788476,0.37009025,0.0,0.053769384,0.3520042835189672
2450,1730,0.0,0.0,0.021534063,0.0,0.029866556,0.32633707,0.0,0.029600315,0.27786142
1880,270,0.00926376,0.20381147,0.5943567,0.0,0.049307995,0.080751404,0.0,0.0,0.0
2000,350,0.0,0.13395192,0.6502358,0.0,0.04717103,0.11173457,0.0,0.0,0.0
2760,2560,0.0,0.0,0.0,0.0,0.0,0.027323736,0.0,0.018737815,0.20501873
2700,960,0.0,0.015659448,0.09966347,0.0,0.019675177,0.2973896,0.0,0.0,0.024893973
240,1190,0.07682506,0.028523376,0.0,0.7993197337566125,0.09213551,0.0092705535,0.084185526,0.028514067,0.0
300,800,0.25772944,0.06174004,0.0,0.45408002,0.07861103,0.009026592,0.026590198,0.017115524,0.0
200,100,0.7908815019530758,0.09039032,0.0,0.061272856,0.020850237,0.0,0.0,0.0,0.0
2720,1660,0.0,0.0,0.012533625,0.0,0.018607982,0.22513062,0.0,0.015750628,0.13819669
180,2610,0.0,0.0,0.0,0.029212704,0.0,0.0,0.48420605188181914,0.07403881,0.0
240,1640,0.023733722,0.0,0.0,0.44717818,0.069031194,0.0,0.31725755,0.060015317,0.0
730,1720,0.017080523,0.018273143,0.0,0.1917462,0.21335748,0.018541107,0.23357664,0.23520811,0.022221385
2070,1680,0.0,0.0133407395,0.021534063,0.0,0.08226411,0.40473285,0.0,0.06979157,0.314206593192487
1760,930,0.0,0.10011592,0.13980395,0.017037814,0.23772505,0.3445133,0.0,0.024983753,0.027905341
2600,1180,0.0,0.0,0.0673052,0.0,0.026203677,0.44401073,0.0,0.0,0.04328841
850,2730,0.0,0.0,0.0,0.009545199,0.018616738,0.0,0.16944735,0.31854287,0.030991994
2600,1090,0.0,0.0,0.08656845,0.0,0.028175997,0.41668698,0.0,0.0,0.033668764
2480,2510,0.0,0.0,0.0,0.0,0.0,0.03631172,0.0,0.03311164,0.4436367140424186
2420,2310,0.0,0.0,0.0,0.0,0.016503647,0.06655452,0.0,0.011677189,0.5928382715604714
2320,640,0.0,0.03711448,0.3993256,0.0,0.03616328,0.2717371,0.0,0.0,0.0
1930,1100,0.0,0.047160167,0.10291619,0.0,0.17300063,0.5943575,0.0,0.03122969,0.05021456
70,1980,0.0,0.0,0.0,0.1740224,0.028457759,0.0,0.60300857,0.05797742,0.0
470,510,0.4816006901523772,0.16281147,0.01423764,0.18360472,0.07832927,0.0109362835,0.015429116,0.01384969,0.0
2750,40,0.0,0.02069176,0.29510742,0.0,0.0,0.033969685,0.0,0.0,0.0
1960,2250,0.0,0.0,0.0,0.0,0.0394464,0.07655398,0.016462801,0.18086065,0.7408898323961932
250,190,0.8152251,0.10863174,0.0,0.08366086,0.027037198,0.0,0.008302126,0.0,0.0
2030,2710,0.0,0.0,0.0,0.0,0.016147053,0.022200536,0.0,0.09151658,0.4112739626917414
780,470,0.2690256528269772,0.3782018,0.026774416,0.10292996,0.12848255,0.015569438,0.013252936,0.013306565,0.0
330,1170,0.079699785,0.034068957,0.0,0.7465937,0.11859204,0.01110939,0.08368092,0.02987188,0.0
1630,660,0.0,0.22760934,0.2038983,0.01778776,0.19342357,0.1595511,0.0,0.018737815,0.0
2300,260,0.0,0.05803541,0.7403572,0.0,0.023386078,0.08514272,0.0,0.0,0.0
2650,2200,0.0,0.0,0.0,0.0,0.0,0.07384537,0.0,0.026070004,0.3555556239060529
2330,2520,0.0,0.0,0.0,0.0,0.0,0.03659429,0.0,0.04937432,0.5536920129391638
2690,810,0.0,0.016063338,0.15402538,0.0,0.020286718,0.2406186,0.0,0.0,0.0
1680,690,0.0,0.1999932,0.2136875,0.017588554,0.1893427,0.18833862,0.0,0.018466253,0.0
1040,1040,0.053374767,0.12360603,0.02506725,0.13332617,0.6218443,0.047084656,0.031239063,0.044807818,0.016851112
2260,2350,0.0,0.0,0.0,0.0,0.02152156,0.06074652,0.0,0.06757798,0.7390178417432892
2170,2080,0.0,0.0,0.0,0.0,0.03693947,0.14204949,0.0,0.083333336,0.7390362968901159
1750,530,0.0,0.22650516,0.33807924,0.0,0.114969835,0.14369358,0.0,0.0,0.0
150,110,0.8008396086120031,0.07841088,0.0,0.061917342,0.019441439,0.0,0.0,0.0,0.0
1680,790,0.0,0.15981662,0.17421693,0.019334521,0.22991614,0.22496769,0.0,0.02036719,0.018733218
1130,910,0.0571837,0.18857248,0.036016792,0.08899494,0.54520553,0.056111243,0.02059437,0.03402702,0.014128856
2580,1930,0.0,0.0,0.0,0.0,0.02061601,0.17150524,0.0,0.024983753,0.33390145073188027
2210,2300,0.0,0.0,0.0,0.0,0.023667838,0.07324459,0.0,0.08094169,0.7796785780627193
2020,450,0.0,0.11707179,0.5763739,0.0,0.052970875,0.15028055,0.0,0.0,0.0
340,170,0.7547422541768835,0.14549194,0.011064165,0.075322606,0.030993598,0.0,0.0,0.0,0.0
2510,560,0.0,0.025784677,0.3741719,0.0,0.022250708,0.18847267,0.0,0.0,0.0
2070,1720,0.0,0.0,0.018638365,0.011967818,0.08022956,0.36910465,0.0,0.073676094,0.35652816
110,190,0.7537355157460337,0.07133212,0.0,0.08309938,0.020357281,0.0,0.0,0.0,0.0
2770,230,0.0,0.0190582,0.28198496,0.0,0.0,0.054711964,0.0,0.0,0.0
2350,1970,0.0,0.0,0.0,0.0,0.029303038,0.18588626,0.0,0.047640096,0.5171750399465691
250,2420,0.0,0.0,0.0,0.046603028,0.019992707,0.0,0.6917762003267642,0.11079752,0.0
1970,920,0.0,0.063558266,0.1783588,0.0,0.13524479,0.50012195,0.0,0.020742655,0.031255443
2330,430,0.0,0.04659197,0.5915092,0.0,0.02761248,0.1514991,0.0,0.0,0.0
380,2160,0.0,0.0,0.0,0.096192166,0.039926615,0.0,0.7571594434008214,0.16836877,0.0
2220,2400,0.0,0.0,0.0,0.0,0.0197232,0.054403514,0.0,0.07326491,0.726718106190386
2520,870,0.0,0.020147238,0.17590295,0.0,0.030447718,0.37204197,0.0,0.0,0.021016838
840,20,0.28565271661814645,0.51293784,0.030546207,0.033536606,0.038037598,0.0117101725,0.0,0.0,0.0
1780,210,0.019656898,0.28151682,0.4949521,0.0,0.053251166,0.06221029,0.0,0.0,0.0
500,1110,0.091578454,0.0530907,0.0,0.57035667,0.19816302,0.015101031,0.061281227,0.034718446,0.0
2100,2020,0.0,0.0,0.0,0.0,0.043954555,0.15923798,0.0,0.098305635,0.6781665062083428
1150,410,0.10578985,0.6512459,0.0704116,0.039584503,0.14510639,0.029275432,0.0,0.012740297,0.0
570,700,0.27412438,0.15192108,0.0152731035,0.25884333,0.14271265,0.014398422,0.020358162,0.016854824,0.0
1880,220,0.0,0.21130027,0.58367795,0.0,0.045081597,0.069914825,0.0,0.0,0.0
2340,60,0.0,0.051184878,0.6932436,0.0,0.0,0.047594216,0.0,0.0,0.0
380,480,0.5470039862218252,0.12605637,0.013765378,0.18739252,0.058606077,0.0,0.015135331,0.0,0.0
390,860,0.21779531,0.06915403,0.0,0.46081778,0.111512266,0.0,0.032827675,0.01928094,0.0
2620,1620,0.0,0.0,0.023556823,0.0,0.021977277,0.31428066,0.0,0.019552503,0.15421496
690,1760,0.0,0.015246559,0.0,0.19118471,0.17412767,0.018297145,0.27033368,0.2349016,0.021042978
2370,2120,0.0,0.0,0.0,0.0,0.02343851,0.11954135,0.0,0.04833813,0.6205908300197709
2600,2300,0.0,0.0,0.0,0.0,0.0,0.06105582,0.0,0.028242504,0.4011376202958987
2310,2120,0.0,0.0,0.0,0.0,0.026084604,0.1268602,0.0,0.056889284,0.6844042001597204
10,2420,0.0,0.0,0.0,0.04660205,0.0,0.0,0.5775163806365298,0.052276023,0.0
1930,1550,0.0,0.020227732,0.02925188,0.0,0.14372405,0.44718224,0.0,0.07731456,0.19660154
140,2170,0.0,0.0,0.0,0.09807875,0.025590666,0.0,0.7774168791696235,0.083242655,0.0
2120,2710,0.0,0.0,0.0,0.0,0.0,0.024396192,0.0,0.07006314,0.43008974949787515
1130,2300,0.0,0.0,0.0,0.026951151,0.061705437,0.022901025,0.12786146,0.7787994102615914,0.085975595
2580,1890,0.0,0.0,0.012555914,0.0,0.022822559,0.18589899,0.0,0.025255315,0.30828878
2180,1150,0.0,0.026409218,0.09814045,0.0,0.08583928,0.78151655,0.0,0.023897504,0.059901122
30,330,0.6380144515690087,0.05436487,0.0,0.1210341,0.023667838,0.0,0.0,0.0,0.0
430,1550,0.0263592,0.019625448,0.0,0.45508775,0.13064647,0.0,0.22767195,0.08282657,0.0
2270,2650,0.0,0.0,0.0,0.0,0.0,0.027079774,0.0,0.050575808,0.4544487282404559
2760,760,0.0,0.0,0.14781258,0.0,0.016623838,0.18598808,0.0,0.0,0.0
120,2530,0.0,0.0,0.0,0.035092644,0.0,0.0,0.5599583,0.06617247,0.0
370,170,0.748091762939491,0.15734449,0.012684443,0.074957885,0.032705717,0.0,0.0,0.0,0.0
150,750,0.30272058,0.047773816,0.0,0.41462588,0.04830003,0.0,0.023263363,0.013851106,0.0
140,790,0.26535225,0.043103255,0.0,0.44406122,0.051280316,0.0,0.026068822,0.014655876,0.0
730,2220,0.0,0.0,0.0,0.057487976,0.06163634,0.0136550795,0.41399646,0.45428678,0.026153415
2120,860,0.0,0.04955132,0.23013204,0.0,0.0788928,0.49865818,0.0,0.016565315,0.02645403
1710,1700,0.0,0.01824142,0.020107824,0.019090397,0.2000496,0.2298147,0.021897811,0.17189908,0.21163224
670,2320,0.0,0.0,0.0,0.046883773,0.045363355,0.010734325,0.46783516,0.38018754,0.025251573
2390,80,0.0,0.044378377,0.6553033,0.0,0.0,0.049768236,0.0,0.0,0.0
2480,760,0.0,0.026136959,0.23845223,0.0,0.028739518,0.32382193,0.0,0.0,0.018638065
370,150,0.7464343672005407,0.15872757,0.012663283,0.06842077,0.03183888,0.0,0.0,0.0,0.0
470,60,0.6556110121009553,0.20053867,0.0,0.05034006,0.028977666,0.0,0.0,0.0,0.0
2130,500,0.0,0.077049576,0.56691694,0.0,0.045645118,0.18511237,0.0,0.0,0.0
300,1710,0.0,0.0,0.0,0.3774919,0.07297584,0.0,0.38164756,0.07848158,0.0
840,360,0.26915622,0.491157,0.030631747,0.07383492,0.10325646,0.016101487,0.0,0.0103033185,0.0
1160,2070,0.0,0.0,0.0,0.035106804,0.12425615,0.031994227,0.11496351,0.6935707,0.08988357
140,670,0.37776983,0.051184878,0.0,0.33408195,0.04460726,0.0,0.019812306,0.012241567,0.0
2080,2750,0.0,0.0,0.0,0.0,0.0,0.020019304,0.0,0.07654379,0.3827574
1070,1960,0.0,0.0,0.0,0.050814148,0.16961952,0.030495243,0.13225733,0.5851524647524475,0.06553385
660,1680,0.0,0.017152378,0.0,0.23837706,0.19117734,0.01756526,0.2455683,0.18354416,0.019539908
530,920,0.15453024,0.08521738,0.012371552,0.42733976,0.18207476,0.015369602,0.035711113,0.024983753,0.0
2650,1600,0.0,0.0,0.024592286,0.0,0.022822559,0.307636,0.0,0.018566377,0.13447012
2740,2170,0.0,0.0,0.0,0.0,0.0,0.07001708,0.0,0.020697316,0.2692079516353067
110,2630,0.0,0.0,0.0,0.02727925,0.0,0.0,0.4508174,0.058702845,0.0
510,2120,0.0,0.0,0.0,0.09960208,0.057496674,0.0,0.6182636,0.24573813,0.0
1190,370,0.105466634,0.6863674,0.079471916,0.03593487,0.1329907,0.031227129,0.0,0.011391458,0.0
880,2570,0.0,0.0,0.0,0.021336328,0.028072113,0.0,0.21019723,0.43944958,0.035171833
1810,2410,0.0,0.0,0.0,0.0,0.03268416,0.044401072,0.021115746,0.25223297,0.5213802486782598
230,1810,0.0,0.0,0.0,0.27981153,0.052689113,0.0,0.4944002124447892,0.075410314,0.0
2590,1010,0.0,0.0,0.10799447,0.0,0.026485438,0.40204585,0.0,0.0,0.03033953
2720,330,0.0,0.019874979,0.3137458,0.0,0.0,0.076299414,0.0,0.0,0.0
550,1850,0.0,0.013295758,0.0,0.20353733,0.10622351,0.0,0.41578093,0.1979691,0.0
2470,1040,0.0,0.019295894,0.110133834,0.0,0.036910556,0.5220785,0.0,0.0,0.03547245
1800,2380,0.0,0.0,0.0,0.0,0.03775584,0.04781654,0.0221585,0.2560835,0.5394800223211793
1930,1770,0.0,0.014466238,0.019156097,0.0,0.10622351,0.2820115,0.01459854,0.117586575,0.3602976
360,560,0.4792709,0.109448515,0.0106103625,0.24171813,0.06496454,0.0,0.016179899,0.012220314,0.0
2060,1780,0.0,0.0,0.018443877,0.0,0.07567828,0.31741697,0.0,0.08364126,0.4077029793460566
650,830,0.17498212,0.13896908,0.015569788,0.2838293,0.22118157,0.017077336,0.027169608,0.02286226,0.0
2160,1650,0.0,0.012523959,0.024170447,0.0,0.06790416,0.45533228,0.0,0.05017909,0.2760379687616019
530,820,0.20860614,0.106998175,0.013202175,0.3506457,0.1583491,0.01512564,0.026590198,0.020334601,0.0
1070,430,0.13336234,0.5976107,0.05306757,0.050129138,0.14878103,0.027323736,0.010597996,0.0149165755,0.0
2240,2720,0.0,0.0,0.0,0.0,0.0,0.02390827,0.0,0.05023907,0.4073319
2790,2280,0.0,0.0,0.0,0.0,0.0,0.05050012,0.0,0.019654516,0.23515618670479202
2200,1200,0.0,0.025250576,0.08387264,0.0,0.0802766,0.8099536,0.0,0.024169065,0.068295315
570,2710,0.0,0.0,0.0,0.020494103,0.019157719,0.0,0.3182228,0.17923127,0.016834382
220,470,0.6029510334733998,0.082222514,0.0,0.19177501,0.04094977,0.0,0.011470282,0.0,0.0
1200,1640,0.0,0.021545947,0.014755372,0.061413467,0.42248118,0.06787827,0.05829986,0.28242502,0.058619723
2310,210,0.0,0.057719115,0.7436545,0.0,0.020004958,0.07513858,0.0,0.0,0.0
0,1810,0.0,0.0,0.0,0.28185043,0.030711837,0.0,0.41895816,0.040191256,0.0
940,1750,0.012127917,0.017443579,0.0,0.10641017,0.27426466,0.029020863,0.1438999,0.3357363,0.0
1760,300,0.022516083,0.28772247,0.45715767,0.0,0.06536832,0.0787997,0.0,0.0,0.0
1120,660,0.086847745,0.3771904,0.050220035,0.06428973,0.29960838,0.039765794,0.008802648,0.019009378,0.0
2610,2200,0.0,0.0,0.0,0.0,0.014159542,0.07709197,0.0,0.02769938,0.3931394964832705
230,2160,0.0,0.0,0.0,0.10050533,0.030447718,0.0,0.7831074,0.10482314,0.0
1100,1860,0.0,0.0,0.0,0.05839416,0.22979854,0.037570138,0.10940744,0.489708,0.06312893
2460,610,0.0,0.02913182,0.36862543,0.0,0.026203677,0.2229812,0.0,0.0,0.0
2720,2490,0.0,0.0,0.0,0.0,0.0,0.033022687,0.0,0.02036719,0.2648409
750,2440,0.0,0.0,0.0,0.03175549,0.036347035,0.0,0.34582388941636766,0.41001314,0.02795553
2740,340,0.0,0.01851368,0.2914716,0.0,0.0,0.075617164,0.0,0.0,0.0
1060,670,0.09618796,0.36934933,0.041598666,0.07692308,0.28980017,0.03463156,0.015929637,0.018737815,0.0
1190,250,0.10515337,0.79853857,0.08428863,0.030600784,0.090472884,0.026403895,0.0,0.009776251,0.0
2420,500,0.0,0.034762155,0.47408435,0.0,0.024794878,0.17394486,0.0,0.0,0.0
1060,10,0.14790688,0.71345943,0.054620765,0.024985962,0.042819675,0.016333146,0.0,0.0,0.0
2600,2480,0.0,0.0,0.0,0.0,0.0,0.037778035,0.0,0.026308035,0.35016689758098896
2200,2310,0.0,0.0,0.0,0.0,0.024794878,0.07001708,0.0,0.082256526,0.7832794746181279
540,2250,0.0,0.0,0.0,0.06639358,0.042827517,0.0,0.6018085538842788,0.2688469,0.019539908
640,2460,0.0,0.0,0.0,0.03453116,0.030993598,0.0,0.42273384,0.32292798,0.02134359
2460,2390,0.0,0.0,0.0,0.0,0.014500594,0.050012197,0.0,0.038018756,0.5135969507164228
440,890,0.18334524,0.0721489,0.012166711,0.46855697,0.13665359,0.012442059,0.03362878,0.023032282,0.0
1160,70,0.115804456,0.7590608,0.076022916,0.022178551,0.05339229,0.018541107,0.0,0.0,0.0
1610,1680,0.0,0.020795928,0.020093808,0.02378732,0.25363693,0.19007137,0.02502607,0.21465816,0.16684075
2580,2610,0.0,0.0,0.0,0.0,0.0,0.028299585,0.0,0.023610355,0.307055808546512
2480,2500,0.0,0.0,0.0,0.0,0.010988639,0.038399186,0.0,0.032315943,0.45080722497966547
1170,2360,0.0,0.0,0.0,0.021055587,0.050158177,0.02146865,0.111313865,0.7673887350390926,0.09379156
2050,1680,0.0,0.015579901,0.023815688,0.0,0.0886265,0.40649575,0.0,0.07238393,0.3094858630726391
1780,630,0.0,0.17315735,0.30557194,0.0,0.13198715,0.19956085,0.0,0.0,0.0
130,1000,0.14425209,0.03153481,0.0,0.6619876,0.060014874,0.0,0.04498164,0.017380003,0.0
640,660,0.2641077371749942,0.18813165,0.017871222,0.21086346,0.15958886,0.014846463,0.018248176,0.01710844,0.0
80,1140,0.08791994,0.023943728,0.0,0.751600495723511,0.05522496,0.0,0.068734646,0.019881211,0.0
0,1200,0.06719085,0.019330459,0.0,0.69277346,0.043137208,0.0,0.08005078,0.019824065,0.0
830,1640,0.0,0.021477763,0.0,0.16569099,0.30317372,0.026103929,0.15745568,0.21942253,0.025552187
740,1160,0.06072909,0.06747881,0.014759423,0.3369128,0.38206652,0.023237055,0.057483796,0.05313747,0.0
1030,1700,0.0,0.019330459,0.0,0.08973561,0.33393705,0.03956002,0.1005504,0.3196291,0.04268718
2690,470,0.0,0.018785939,0.29647425,0.0,0.0,0.10905098,0.0,0.0,0.0
2030,1630,0.0,0.015518819,0.025886616,0.0,0.100588314,0.44615757,0.0,0.0724066,0.26267712844453645
1950,680,0.0,0.10509236,0.3451609,0.0,0.09692543,0.2859234,0.0,0.014871238,0.01882105
2090,2000,0.0,0.0,0.014046303,0.0,0.048744477,0.17914528,0.0,0.098305635,0.6609406290671197
2160,2660,0.0,0.0,0.0,0.0,0.0,0.025616003,0.0,0.068314746,0.46418011558325534
2480,930,0.0,0.0190582,0.15402538,0.0,0.034656476,0.44498658,0.0,0.0,0.027591657
2100,2160,0.0,0.0,0.0,0.0,0.037474077,0.11100268,0.0,0.111069076,0.7960967582210532
1830,890,0.0,0.09091116,0.16991706,0.0,0.1844386,0.37789702,0.0,0.023497008,0.028193932
930,2310,0.0,0.0,0.0,0.034298267,0.055506714,0.017096853,0.24009386,0.63015735,0.04544656
730,1830,0.0,0.0,0.0,0.15300393,0.16961952,0.01834933,0.2797806,0.2908435,0.022846662
2670,2600,0.0,0.0,0.0,0.0,0.0,0.026835814,0.0,0.02036719,0.25311697
2000,2030,0.0,0.0,0.0,0.0,0.056461763,0.15265992,0.01459854,0.13795376,0.6630973168604117
1810,1750,0.0,0.015791079,0.018638365,0.0,0.14369759,0.25347647,0.017072132,0.16026251,0.30151582
2790,1630,0.0,0.0,0.021534063,0.0,0.016982041,0.20736766,0.0,0.008081702,0.1097241
1110,2750,0.0,0.0,0.0,0.0131240375,0.02060425,0.0,0.08237748,0.37479597,0.057116654
1740,80,0.023588277,0.30940476,0.43178877,0.0,0.039162185,0.041749313,0.0,0.0,0.0
2510,2440,0.0,0.0,0.0,0.0,0.0,0.044888996,0.0,0.032315943,0.461756099344427
160,760,0.30306366,0.04602378,0.0,0.40872005,0.05001705,0.0,0.023722628,0.014066467,0.0
460,920,0.17012152,0.072956204,0.010095781,0.4730161,0.14905103,0.0117101725,0.035885207,0.02418843,0.0
1850,2600,0.0,0.0,0.0,0.0,0.02310432,0.028114598,0.018573696,0.18113221,0.43711008717349464
2210,1200,0.0,0.02368662,0.085693255,0.0,0.07832927,0.79692304,0.0,0.023354378,0.069800995
650,1050,0.09114585,0.08009273,0.013719907,0.3897722,0.28824046,0.017585626,0.04787596,0.03747563,0.0
1690,1770,0.0,0.0,0.016390955,0.018528916,0.18514425,0.19272994,0.022679875,0.21771853,0.2441341
990,2120,0.0,0.0,0.0,0.045254495,0.09974303,0.022200536,0.19577685,0.6532009,0.05411679
1120,2120,0.0,0.0,0.0,0.035470057,0.10735055,0.028299585,0.13555788,0.741269273525872,0.08657682
880,2430,0.0,0.0,0.0,0.03006811,0.04097329,0.0,0.25130346,0.5188384,0.039681043
950,900,0.08332908,0.17397413,0.024861956,0.14766984,0.4434902,0.034061328,0.025808135,0.030143442,0.0
1120,2390,0.0,0.0,0.0,0.021584356,0.047018144,0.018785069,0.12783968,0.72788584,0.081767
810,590,0.21479627,0.31196165,0.02508886,0.13102946,0.18021663,0.017331056,0.01616267,0.015460647,0.0
1060,1110,0.042857785,0.10182523,0.023079159,0.12577203,0.6920887,0.051475972,0.033437006,0.054040946,0.018337453
2410,60,0.0,0.0422003,0.6365519,0.0,0.0,0.04781654,0.0,0.0,0.0
2170,2420,0.0,0.0,0.0,0.0,0.02243834,0.049549304,0.0,0.084455945,0.7280096211749898
730,790,0.15836404,0.17587994,0.017085167,0.2228743,0.24653997,0.018541107,0.024514668,0.02208016,0.0
1940,2100,0.0,0.0,0.0,0.0,0.05566205,0.11636984,0.018323436,0.17651565,0.6624836035645825
2660,200,0.0,0.022869838,0.38752267,0.0,0.0,0.05928275,0.0,0.0,0.0
2220,1620,0.0,0.0,0.025434615,0.0,0.05923722,0.4755552,0.0,0.04290688,0.25284339391885374
2050,2620,0.0,0.0,0.0,0.0,0.019441439,0.028543547,0.0,0.09966345,0.5122488460427432
650,660,0.25773577043998885,0.19497035,0.018616755,0.20185289,0.15702507,0.015857525,0.018040532,0.01710844,0.0
1660,1600,0.0,0.02205306,0.023857106,0.023201425,0.27612478,0.24176629,0.020499615,0.16076502,0.14730084
1830,160,0.0,0.24993467,0.5464665,0.0,0.043109275,0.057331055,0.0,0.0,0.0
2500,370,0.0,0.031582158,0.4983088,0.0,0.019441439,0.10953594,0.0,0.0,0.0
2150,2730,0.0,0.0,0.0,0.0,0.0,0.02268846,0.0,0.06300251,0.41014374449425406
630,90,0.44909096,0.32759836,0.018379498,0.048006736,0.039056346,0.0,0.0,0.0,0.0
2280,1550,0.0,0.0,0.032099403,0.0,0.05760252,0.530929,0.0,0.034299057,0.19509846
1040,600,0.113149144,0.4288095,0.042195186,0.07102751,0.24289963,0.0301206,0.01438455,0.013578126,0.0
680,1750,0.009292352,0.015738996,0.0,0.20494103,0.17722704,0.015864737,0.2708256,0.22431067,0.021330522
680,2340,0.0,0.0,0.0,0.042953394,0.04316073,0.0,0.4384776,0.3761141,0.02486888
150,2190,0.0,0.0,0.0,0.09152161,0.025076637,0.0,0.7919881,0.08800326,0.0
830,2470,0.0,0.0,0.0,0.027841711,0.035501756,0.0,0.274244,0.47645766,0.03154408
2360,280,0.0,0.04822837,0.68390375,0.0,0.020850237,0.09247982,0.0,0.0,0.0
190,360,0.7142809631616791,0.08467285,0.0,0.1389156,0.030711837,0.0,0.013295099,0.0,0.0
2210,280,0.0,0.072421156,0.762102,0.0,0.026767198,0.0949012,0.0,0.0,0.0
720,1780,0.0,0.0,0.0,0.1684447,0.18117166,0.017331056,0.2679875,0.26042846,0.024349732
2400,2230,0.0,0.0,0.0,0.0,0.020004958,0.08514272,0.0,0.046708755,0.6212850036830313
2290,220,0.0,0.060441718,0.7566658,0.0,0.021556843,0.07709197,0.0,0.0,0.0
440,1820,0.016082916,0.0,0.0,0.25287208,0.08727405,0.0,0.44938117,0.13469501,0.0
150,650,0.40957826,0.054724257,0.0,0.3186915,0.044799834,0.0,0.019290928,0.011085419,0.0
2590,2430,0.0,0.0,0.0,0.0,0.0,0.043425225,0.0,0.027486853,0.3844704863816623
2770,1550,0.0,0.0,0.024074554,0.0,0.019441439,0.2461576,0.0,0.014757888,0.09152049
2330,570,0.0,0.041625947,0.47864354,0.0,0.031557117,0.22273725,0.0,0.0,0.0
2540,160,0.0,0.031580266,0.5085302,0.0,0.0,0.05806294,0.0,0.0,0.0
1960,1190,0.0,0.038171325,0.07955611,0.0,0.16144846,0.65250105,0.0,0.035829253,0.06490752
2030,1570,0.0,0.01851368,0.02769868,0.0,0.10513812,0.47691968,0.0,0.062730946,0.2173439
2300,1710,0.0,0.0,0.021555673,0.0,0.044799834,0.38470462,0.0,0.040191256,0.3078506205960249
1020,2640,0.0,0.0,0.0,0.0,0.024794878,0.0,0.12828581,0.47007474,0.05028984
2020,2030,0.0,0.0,0.0,0.0,0.05381616,0.1528534,0.014077164,0.12926377,0.6719420961986656
2090,570,0.010785343,0.079227656,0.494257,0.0,0.05522496,0.23127592,0.0,0.0,0.0
2380,1800,0.0,0.0,0.018120633,0.0,0.033787552,0.29129055,0.0,0.035574693,0.37155887
